countryid,GDP_2020
2180,66.4241667344213
2181,111.34286001539438
2182,105.60759632009915
2183,149.94446207931736
2184,130.85245663891007
2185,70.01320213999225
2186,45.87462963663986
2187,83.70827659356101
2188,174.75536618917883
2189,10.594780571685309
2190,103.21013095856489
2191,31.350745447438197
2192,609.2923688295518
2193,21.04241034117783
2194,24.634959103385675
2195,28.286031460870674
2196,25.56079938306533
2197,17.61814215297589
2198,42.05765533513038
2199,27.10876979456181
2200,18.906650852889946
2201,17.221543687182972
2202,16.044663839578153
2203,89.39045394758384
1348,12444.617167540939
1349,5194.944077586377
1350,1512.0481298754655
1351,1205.2514850471619
1352,638.924095415874
1353,70.72416602570812
1354,728.7623293642931
1355,154.19167018849075
1356,113.05519841504025
1357,156.80607450239944
1358,368.55382084222487
1359,139.4660087738855
1360,158.74083507385276
1361,253.16001166254682
1362,3721.9404493212155
1363,1198.2374640712237
1364,1930.0374945570811
1365,453.6239480154095
1367,1688.6149926443918
1368,234.6745987421743
1370,7385.278277795886
1371,12208.978734178741
1372,1489.769094027797
1373,2350.3969796350693
1374,721.2677401449598
1375,861.4544687822721
1376,4499.822824695994
1377,599.570284642551
1378,2037.0371040412595
1379,360.5496563795603
1380,1212.974808218354
1381,522.384792966842
1382,195.05298077270803
1383,773.5489791807574
1384,400.02109390771284
1385,891.6967957742428
1386,547.694337620428
1387,723.3248826393512
1388,775.0619315418527
1389,831.8546666481546
1390,621.5841355910464
1391,631.8020891738468
1392,345.14290368729377
1393,327.0875171586757
1394,244.46855469286444
1395,239.0093368700045
1396,1106.7658872564507
1397,950.6784691007305
1398,299.63028697644506
1399,959.3762537955633
1400,816.9761560469208
1401,249.61419382429364
1402,1146.7819760473697
1403,49.63541623764002
1404,387.35279055800504
1405,200.08602195181973
1406,307.5231014037165
1407,309.513340011645
1408,131.73125431577876
1409,137.25051785760178
1410,263.50459068503096
1411,99.94195523953107
1412,367.3650638344815
1413,218.9455414337979
1414,514.2223026913596
1415,107.23350572791749
1416,229.8409649976707
1417,246.82452850163023
1418,164.42929397963272
1419,172.88599546374536
1420,207.39376421882605
1421,266.56102112094214
1422,539.3286636374281
1423,306.250840141301
1424,758.2036163261423
1425,529.150275709473
1426,141.46585148516255
1427,193.61896568886286
1428,72.6546169130738
1429,87.91598158523004
1430,521.1826872147469
1431,442.06634123299943
1432,254.553787403789
1433,9999.0648078786
1434,5660.450214366767
1435,105.83193680618479
1436,1258.6499028379544
1437,401.8133074993096
1438,329.83852643058106
1439,705.1892451479761
1440,650.9575047123183
1441,560.4809784996916
1442,1701.6696702037739
1443,96.78912144084697
1444,637.2729494017722
1445,199.055375944296
1446,219.43099606214332
1447,312.780653717051
1448,1317.1500558886523
1449,1699.4762240483478
1450,187.8565466142068
1451,600.7011551398028
1452,1742.1614574770192
1453,236.4374966676919
1454,342.7418427702537
1455,138.55541599832242
1456,696.2151834999354
1457,162.38972106618633
1458,268.2372964379455
1459,172.04912658879914
1460,275.7709427843355
1461,102.6210140165302
1462,76.14288462174089
1463,79.73816448400846
1464,127.6320862772952
1465,190.5266167634083
1466,128.83565675757674
1467,133.68925135578905
1468,674.4660962124817
1469,303.48223262058184
1470,56.16466138643222
1471,262.64122405775726
1472,64.93598323767291
1473,484.6854966508549
1474,442.21698716902824
1475,165.82446946467132
1476,132.51893694885237
1477,518.0840349692397
1478,324.99874502259325
1479,293.7991325411994
1480,521.9618950767739
1481,286.0803565101482
1482,402.7959521112384
1483,624.7068358580515
1484,251.70663243186948
1485,289.9753346166281
1486,440.8073641619024
