country position,Hazard,starttime,endtime,Intensity
520,extreme wind,2016-04-05,2016-04-08,24.0
520,flood,2005-07-01,2005-08-12,1.0
520,extreme wind,2011-03-31,2011-04-02,18.0
520,extreme wind,2017-04-12,2017-04-15,20.0
520,heatwave,2008-04-12,2008-04-24,293.0
520,flood,2013-08-07,2013-10-14,2.0
520,extreme wind,2014-04-14,2014-04-17,20.0
520,extreme wind,2017-04-12,2017-04-12,17.0
520,extreme wind,2004-04-13,2004-04-14,19.0
520,extreme wind,2016-04-01,2016-04-03,17.0
520,extreme wind,2012-03-17,2012-03-20,23.0
520,heatwave,2014-04-18,2014-05-02,291.0
520,extreme wind,2017-05-01,2017-05-07,24.0
520,extreme wind,2015-10-01,2015-10-03,21.0
520,extreme wind,2016-04-19,2016-04-22,22.0
520,extreme wind,2012-03-28,2012-03-30,18.0
520,heatwave,2010-06-13,2010-07-08,308.0
520,extreme wind,2004-04-19,2004-04-20,19.0
520,extreme wind,2012-08-21,2012-08-30,20.0
520,extreme wind,2012-04-06,2012-04-08,19.0
520,extreme wind,2008-09-25,2008-09-26,22.0
520,flood,2005-08-13,2005-08-20,1.0
520,heatwave,2010-09-07,2010-09-17,296.0
520,extreme wind,2009-05-15,2009-05-22,22.0
521,heatwave,2008-02-27,2008-03-18,278.0
521,heatwave,2008-04-12,2008-04-24,293.0
521,extreme wind,2016-04-05,2016-04-08,24.0
521,extreme wind,2011-03-31,2011-04-02,18.0
521,extreme wind,2012-04-06,2012-04-08,19.0
521,extreme wind,2017-04-12,2017-04-15,20.0
521,heatwave,2017-07-01,2017-07-13,301.0
521,extreme wind,2016-04-01,2016-04-03,17.0
521,extreme wind,2004-04-19,2004-04-20,19.0
521,extreme wind,2012-03-17,2012-03-20,23.0
521,extreme wind,2017-05-01,2017-05-07,24.0
521,heatwave,2010-06-13,2010-07-08,308.0
521,extreme wind,2012-03-28,2012-03-30,18.0
521,extreme wind,2015-10-01,2015-10-03,21.0
521,flood,2013-08-07,2013-10-14,2.0
521,extreme wind,2012-08-21,2012-08-30,20.0
521,flood,2005-08-13,2005-08-20,1.0
521,flood,2005-07-01,2005-08-12,1.0
521,extreme wind,2009-05-15,2009-05-22,22.0
521,heatwave,2010-09-07,2010-09-17,296.0
522,heatwave,2008-02-27,2008-03-18,278.0
522,extreme wind,2014-04-14,2014-04-17,20.0
522,heatwave,2008-04-12,2008-04-24,293.0
522,extreme wind,2008-09-25,2008-09-26,22.0
522,flood,2013-08-07,2013-10-14,2.0
522,extreme wind,2011-03-31,2011-04-02,18.0
522,extreme wind,2016-04-01,2016-04-03,17.0
522,extreme wind,2004-04-13,2004-04-14,19.0
522,heatwave,2017-07-01,2017-07-13,301.0
522,extreme wind,2016-04-05,2016-04-08,24.0
522,heatwave,2014-04-18,2014-05-02,291.0
522,extreme wind,2012-03-17,2012-03-20,23.0
522,extreme wind,2004-04-19,2004-04-20,19.0
522,extreme wind,2009-05-15,2009-05-22,22.0
522,extreme wind,2017-04-12,2017-04-15,20.0
522,extreme wind,2015-10-01,2015-10-03,21.0
522,extreme wind,2017-05-01,2017-05-07,24.0
522,extreme wind,2012-08-21,2012-08-30,20.0
522,heatwave,2010-06-13,2010-07-08,308.0
522,heatwave,2010-09-07,2010-09-17,296.0
523,heatwave,2012-04-17,2012-04-25,280.0
523,heatwave,2008-06-10,2008-07-02,297.0
523,heatwave,2008-02-27,2008-03-18,278.0
523,extreme wind,2011-03-31,2011-04-02,18.0
523,heatwave,2007-08-11,2007-08-25,300.0
523,extreme wind,2010-04-07,2010-04-09,18.0
523,extreme wind,2011-04-06,2011-04-10,21.0
523,extreme wind,2017-05-01,2017-05-07,24.0
523,heatwave,2008-04-12,2008-04-24,293.0
523,extreme wind,2016-04-01,2016-04-03,17.0
523,extreme wind,2006-05-06,2006-05-08,18.0
523,extreme wind,2005-10-23,2005-10-25,17.0
523,extreme wind,2015-04-12,2015-04-13,19.0
523,heatwave,2004-07-07,2004-07-20,307.0
523,heatwave,2011-07-10,2011-08-14,300.0
523,extreme wind,2012-04-17,2012-04-22,18.0
523,extreme wind,2015-04-15,2015-04-16,16.0
523,heatwave,2014-04-18,2014-05-02,291.0
523,extreme wind,2014-04-14,2014-04-17,20.0
523,heatwave,2017-07-01,2017-07-13,301.0
523,extreme wind,2009-05-01,2009-05-03,17.0
523,flood,2013-08-07,2013-10-14,2.0
523,extreme wind,2015-04-29,2015-05-01,15.0
523,wildfire,2008-03-06,2008-03-08,5.662104457596834
523,wildfire,2008-03-06,2008-03-09,6.089832874410778
523,heatwave,2007-01-03,2007-02-13,290.0
523,extreme wind,2004-04-13,2004-04-14,19.0
523,extreme wind,2016-05-09,2016-05-17,22.0
523,wildfire,2015-04-07,2015-04-13,12.694787207737336
523,wildfire,2015-04-07,2015-04-13,6.787605000540889
523,extreme wind,2006-04-29,2006-04-30,17.0
523,wildfire,2014-04-12,2014-04-19,13.39260907309328
523,wildfire,2008-04-15,2008-04-17,5.612926474226137
523,wildfire,2015-04-09,2015-04-17,5.48378840794365
523,extreme wind,2012-05-21,2012-05-23,18.0
523,wildfire,2015-04-12,2015-04-30,7.10499658511825
523,heatwave,2011-10-28,2011-11-01,275.0
523,wildfire,2011-10-30,2011-11-06,5.883112144040225
523,heatwave,2017-05-01,2017-05-03,289.0
523,extreme wind,2006-04-10,2006-04-12,17.0
523,heatwave,2010-06-13,2010-07-08,308.0
523,wildfire,2015-04-07,2015-04-19,34.94895185189887
523,extreme wind,2017-04-12,2017-04-15,20.0
523,heatwave,2017-03-26,2017-04-05,280.0
523,extreme wind,2016-04-05,2016-04-08,24.0
523,wildfire,2008-02-29,2008-03-08,5.557702855104172
523,wildfire,2008-02-29,2008-03-08,15.30428920083597
523,wildfire,2008-04-05,2008-05-02,167.10448025168222
523,wildfire,2015-04-10,2015-04-24,5.092914378521439
523,extreme wind,2012-03-17,2012-03-18,17.0
523,flood,2005-07-01,2005-08-12,1.0
523,wildfire,2011-10-30,2011-11-03,10.164620388261795
523,wildfire,2008-04-17,2008-04-21,13.399743792652428
523,heatwave,2005-08-10,2005-08-12,295.0
523,heatwave,2010-09-07,2010-09-17,296.0
523,extreme wind,2006-05-24,2006-05-25,19.0
524,heatwave,2014-03-15,2014-04-02,288.0
524,extreme wind,2016-04-01,2016-04-03,17.0
524,heatwave,2008-02-27,2008-03-18,278.0
524,extreme wind,2015-04-12,2015-04-13,19.0
524,heatwave,2011-07-10,2011-08-14,300.0
524,extreme wind,2006-05-06,2006-05-08,18.0
524,extreme wind,2004-04-13,2004-04-14,19.0
524,extreme wind,2016-04-05,2016-04-08,24.0
524,extreme wind,2012-04-17,2012-04-22,18.0
524,extreme wind,2014-04-14,2014-04-17,20.0
524,heatwave,2012-04-17,2012-04-25,280.0
524,heatwave,2008-04-12,2008-04-24,293.0
524,flood,2005-08-13,2005-08-20,1.0
524,heatwave,2007-01-03,2007-02-13,290.0
524,flood,2013-08-07,2013-10-14,2.0
524,extreme wind,2011-03-31,2011-04-02,18.0
524,heatwave,2017-07-01,2017-07-13,301.0
524,wildfire,2008-04-17,2008-04-21,13.399743792652428
524,flood,2005-07-01,2005-08-12,1.0
524,extreme wind,2015-04-15,2015-04-16,16.0
524,heatwave,2010-06-13,2010-07-08,308.0
524,extreme wind,2009-05-01,2009-05-02,15.0
524,extreme wind,2006-04-10,2006-04-12,17.0
524,extreme wind,2010-04-07,2010-04-09,18.0
524,extreme wind,2009-05-01,2009-05-03,17.0
524,extreme wind,2015-04-29,2015-05-01,15.0
524,extreme wind,2006-05-24,2006-05-25,19.0
524,heatwave,2010-09-07,2010-09-17,296.0
524,wildfire,2008-03-06,2008-03-09,6.089832874410778
524,heatwave,2007-08-11,2007-08-25,300.0
524,heatwave,2004-07-07,2004-07-20,307.0
524,heatwave,2008-06-10,2008-07-02,297.0
524,extreme wind,2009-05-15,2009-05-22,22.0
524,extreme wind,2017-04-12,2017-04-15,20.0
524,extreme wind,2017-05-01,2017-05-07,24.0
524,heatwave,2011-10-28,2011-11-01,275.0
524,extreme wind,2011-04-06,2011-04-10,21.0
524,extreme wind,2016-05-09,2016-05-17,22.0
524,heatwave,2014-04-18,2014-05-02,291.0
524,wildfire,2008-03-05,2008-03-08,10.602081827610652
524,wildfire,2015-04-10,2015-04-19,7.980438685400707
524,wildfire,2015-04-10,2015-04-28,20.40907709783241
524,wildfire,2015-04-10,2015-04-18,11.781473164433152
524,heatwave,2017-03-26,2017-04-05,280.0
524,wildfire,2008-02-22,2008-03-07,31.21232983082565
524,wildfire,2017-03-25,2017-04-04,13.123685677719823
524,extreme wind,2012-03-17,2012-03-18,17.0
524,wildfire,2015-04-10,2015-04-21,5.492234958649966
524,extreme wind,2005-10-23,2005-10-25,17.0
524,wildfire,2007-08-05,2007-08-25,32.94674145767568
524,wildfire,2008-03-04,2008-03-08,21.62241083758728
524,extreme wind,2012-05-21,2012-05-23,18.0
524,wildfire,2015-04-08,2015-04-22,15.929435637388869
524,extreme wind,2006-04-29,2006-04-30,17.0
524,heatwave,2017-05-01,2017-05-03,289.0
524,extreme wind,2012-03-28,2012-03-30,18.0
524,wildfire,2015-04-09,2015-04-22,5.8220485594228215
524,heatwave,2016-07-26,2016-08-11,307.0
525,extreme wind,2014-04-14,2014-04-17,20.0
525,heatwave,2011-07-10,2011-08-14,300.0
525,heatwave,2008-04-12,2008-04-24,293.0
525,heatwave,2008-02-27,2008-03-18,278.0
525,heatwave,2008-06-10,2008-07-02,297.0
525,extreme wind,2006-04-10,2006-04-12,17.0
525,extreme wind,2017-04-12,2017-04-15,20.0
525,extreme wind,2012-04-17,2012-04-22,18.0
525,heatwave,2017-07-01,2017-07-13,301.0
525,extreme wind,2006-05-06,2006-05-08,18.0
525,extreme wind,2011-03-31,2011-04-02,18.0
525,heatwave,2004-07-07,2004-07-20,307.0
525,extreme wind,2016-04-05,2016-04-08,24.0
525,extreme wind,2015-04-12,2015-04-13,19.0
525,extreme wind,2016-04-01,2016-04-03,17.0
525,extreme wind,2006-04-29,2006-04-30,17.0
525,wildfire,2008-03-02,2008-03-08,10.9087561315109
525,extreme wind,2004-04-13,2004-04-14,19.0
525,wildfire,2015-04-10,2015-04-20,6.845137010435805
525,extreme wind,2011-04-06,2011-04-10,21.0
525,extreme wind,2015-04-29,2015-05-01,15.0
525,wildfire,2008-03-05,2008-03-08,10.094991152204171
525,extreme wind,2017-05-01,2017-05-07,24.0
525,heatwave,2010-06-13,2010-07-08,308.0
525,extreme wind,2010-04-07,2010-04-09,18.0
525,heatwave,2017-05-01,2017-05-03,289.0
525,wildfire,2015-04-09,2015-04-26,42.41878377314092
525,wildfire,2008-04-01,2008-04-18,67.26368505683344
525,extreme wind,2012-08-21,2012-08-30,20.0
525,wildfire,2015-04-12,2015-04-24,9.837879450815366
525,wildfire,2015-04-12,2015-04-15,13.454415985045832
525,heatwave,2010-09-07,2010-09-17,296.0
525,wildfire,2008-03-03,2008-03-08,7.934468999775666
525,extreme wind,2009-05-01,2009-05-02,15.0
525,extreme wind,2009-05-01,2009-05-03,17.0
525,flood,2013-08-07,2013-10-14,2.0
525,flood,2005-07-01,2005-08-12,1.0
525,heatwave,2005-08-10,2005-08-12,294.0
525,heatwave,2005-08-10,2005-08-12,295.0
525,heatwave,2011-10-28,2011-11-01,275.0
525,extreme wind,2016-05-09,2016-05-17,22.0
525,heatwave,2014-04-18,2014-05-02,291.0
525,wildfire,2015-04-10,2015-04-16,7.452499158097935
525,wildfire,2008-03-02,2008-03-07,5.735939909823211
525,heatwave,2007-01-03,2007-02-13,290.0
525,wildfire,2015-04-11,2015-04-19,28.306488697906435
525,wildfire,2008-02-29,2008-03-09,7.927673479937122
525,wildfire,2008-02-29,2008-03-09,28.66992665287337
525,coldwave,2012-03-30,2012-04-06,265.0
525,wildfire,2008-03-07,2008-03-09,8.902889016397356
525,extreme wind,2012-05-21,2012-05-23,18.0
525,extreme wind,2004-04-19,2004-04-20,19.0
525,wildfire,2009-04-28,2009-05-04,169.75273232153654
525,extreme wind,2005-10-23,2005-10-25,17.0
525,wildfire,2009-04-29,2009-05-04,14.053969502326366
525,wildfire,2015-04-10,2015-04-13,6.042096614313808
525,wildfire,2015-04-10,2015-04-13,8.091460346005015
525,wildfire,2004-04-09,2004-04-19,7.149496718071671
526,heatwave,2004-07-07,2004-07-20,307.0
526,heatwave,2011-07-10,2011-08-14,300.0
526,extreme wind,2015-04-12,2015-04-13,19.0
526,extreme wind,2014-04-14,2014-04-17,20.0
526,heatwave,2008-04-12,2008-04-24,293.0
526,heatwave,2008-02-27,2008-03-18,278.0
526,flood,2013-08-07,2013-10-14,2.0
526,extreme wind,2011-03-31,2011-04-02,18.0
526,extreme wind,2012-04-17,2012-04-22,18.0
526,heatwave,2008-06-10,2008-07-02,297.0
526,wildfire,2015-04-09,2015-04-29,22.9672304891182
526,extreme wind,2004-04-13,2004-04-14,19.0
526,extreme wind,2006-04-10,2006-04-12,17.0
526,extreme wind,2009-05-01,2009-05-03,17.0
526,heatwave,2011-10-28,2011-11-01,275.0
526,extreme wind,2011-04-06,2011-04-10,21.0
526,extreme wind,2016-04-01,2016-04-03,17.0
526,extreme wind,2016-04-05,2016-04-08,24.0
526,heatwave,2014-04-18,2014-05-02,291.0
526,heatwave,2017-07-01,2017-07-13,301.0
526,extreme wind,2017-05-01,2017-05-07,24.0
526,wildfire,2015-04-09,2015-04-26,42.41878377314092
526,extreme wind,2017-04-12,2017-04-15,20.0
526,heatwave,2017-05-01,2017-05-03,289.0
526,extreme wind,2006-05-06,2006-05-08,18.0
526,extreme wind,2009-05-01,2009-05-02,15.0
526,heatwave,2010-06-13,2010-07-08,308.0
526,extreme wind,2012-05-21,2012-05-23,18.0
526,extreme wind,2015-04-29,2015-05-01,15.0
526,extreme wind,2005-10-23,2005-10-25,17.0
526,heatwave,2007-01-03,2007-02-13,290.0
526,extreme wind,2006-04-29,2006-04-30,17.0
526,wildfire,2015-04-11,2015-04-24,13.477221136816311
526,wildfire,2015-04-12,2015-04-30,7.10499658511825
526,wildfire,2015-04-13,2015-04-24,5.932874593665996
526,extreme wind,2006-05-24,2006-05-25,19.0
526,heatwave,2010-09-07,2010-09-17,296.0
526,wildfire,2008-02-29,2008-03-09,7.927673479937122
526,wildfire,2008-02-29,2008-03-09,28.66992665287337
526,wildfire,2008-03-03,2008-03-08,9.469625934734108
526,extreme wind,2010-04-07,2010-04-09,18.0
526,extreme wind,2016-05-09,2016-05-17,22.0
526,flood,2005-07-01,2005-08-12,1.0
526,wildfire,2014-04-01,2014-04-21,20.911664178457567
527,heatwave,2011-10-28,2011-11-01,275.0
527,heatwave,2011-07-10,2011-08-14,300.0
527,extreme wind,2015-04-12,2015-04-13,19.0
527,heatwave,2017-07-01,2017-07-13,301.0
527,heatwave,2010-06-13,2010-07-08,308.0
527,heatwave,2014-03-15,2014-04-02,288.0
527,extreme wind,2012-04-17,2012-04-22,18.0
527,extreme wind,2011-03-31,2011-04-02,18.0
527,heatwave,2008-04-12,2008-04-24,293.0
527,extreme wind,2006-04-29,2006-04-30,17.0
527,heatwave,2008-02-27,2008-03-18,278.0
527,extreme wind,2004-04-13,2004-04-14,19.0
527,extreme wind,2017-04-12,2017-04-15,20.0
527,extreme wind,2011-04-06,2011-04-10,21.0
527,heatwave,2007-01-03,2007-02-13,290.0
527,heatwave,2014-04-18,2014-05-02,291.0
527,extreme wind,2009-05-01,2009-05-02,15.0
527,extreme wind,2016-05-09,2016-05-17,22.0
527,extreme wind,2009-05-15,2009-05-22,22.0
527,extreme wind,2017-05-01,2017-05-07,24.0
527,heatwave,2017-05-01,2017-05-03,289.0
527,wildfire,2015-04-08,2015-04-22,10.830902341563997
527,extreme wind,2012-08-21,2012-08-30,20.0
527,wildfire,2017-03-27,2017-04-10,69.29477158873449
527,flood,2013-08-07,2013-10-14,2.0
527,extreme wind,2016-04-01,2016-04-03,17.0
527,extreme wind,2016-04-05,2016-04-08,24.0
527,flood,2005-08-13,2005-08-20,1.0
527,flood,2005-07-01,2005-08-12,1.0
527,wildfire,2015-04-13,2015-04-16,6.042794830032117
527,wildfire,2015-04-10,2015-04-26,19.53838338024228
527,extreme wind,2012-05-21,2012-05-23,18.0
527,extreme wind,2008-09-25,2008-09-26,22.0
527,extreme wind,2010-04-07,2010-04-09,18.0
527,wildfire,2015-04-09,2015-04-13,10.935117992353849
527,heatwave,2016-07-26,2016-08-11,307.0
527,heatwave,2010-09-07,2010-09-17,296.0
528,heatwave,2008-02-27,2008-03-18,278.0
528,extreme wind,2011-03-31,2011-04-02,18.0
528,heatwave,2008-04-12,2008-04-24,293.0
528,heatwave,2011-07-10,2011-08-14,300.0
528,heatwave,2010-06-13,2010-07-08,308.0
528,extreme wind,2008-09-25,2008-09-26,22.0
528,extreme wind,2004-04-13,2004-04-14,19.0
528,heatwave,2017-07-01,2017-07-13,301.0
528,heatwave,2010-09-07,2010-09-17,296.0
528,extreme wind,2010-04-07,2010-04-09,18.0
528,heatwave,2008-06-10,2008-07-02,297.0
528,extreme wind,2011-04-06,2011-04-10,21.0
528,flood,2013-08-07,2013-10-14,2.0
528,heatwave,2014-03-15,2014-04-02,288.0
528,heatwave,2007-01-03,2007-02-13,290.0
528,extreme wind,2015-04-12,2015-04-13,19.0
528,extreme wind,2012-04-17,2012-04-22,18.0
528,heatwave,2014-04-18,2014-05-02,291.0
528,heatwave,2004-07-07,2004-07-20,307.0
528,extreme wind,2009-05-01,2009-05-03,17.0
528,extreme wind,2015-04-15,2015-04-16,16.0
528,extreme wind,2006-04-10,2006-04-12,17.0
528,extreme wind,2012-03-28,2012-03-30,18.0
528,extreme wind,2016-04-05,2016-04-08,24.0
528,extreme wind,2016-04-01,2016-04-03,17.0
528,heatwave,2007-08-11,2007-08-25,300.0
528,extreme wind,2017-05-01,2017-05-07,24.0
528,flood,2005-08-13,2005-08-20,1.0
528,wildfire,2015-04-10,2015-04-25,30.476438224763022
528,heatwave,2017-05-01,2017-05-03,289.0
528,extreme wind,2006-04-29,2006-04-30,17.0
528,heatwave,2011-10-28,2011-11-01,275.0
528,wildfire,2015-04-11,2015-04-24,7.246072403321352
528,extreme wind,2016-05-09,2016-05-17,22.0
528,extreme wind,2006-05-24,2006-05-25,19.0
528,extreme wind,2009-05-01,2009-05-02,15.0
528,extreme wind,2012-05-21,2012-05-23,18.0
528,flood,2005-07-01,2005-08-12,1.0
528,extreme wind,2012-08-21,2012-08-30,20.0
528,extreme wind,2009-05-15,2009-05-22,22.0
528,heatwave,2017-03-26,2017-04-05,280.0
528,extreme wind,2017-04-12,2017-04-15,20.0
528,wildfire,2015-04-09,2015-04-27,33.44581541388703
528,wildfire,2015-04-09,2015-05-03,185.20876219901032
528,wildfire,2015-04-08,2015-04-13,6.90480010189926
528,wildfire,2017-03-26,2017-04-15,37.995975437265066
528,heatwave,2016-07-26,2016-08-11,307.0
528,wildfire,2015-04-12,2015-04-27,16.283387378005255
529,extreme wind,2015-04-12,2015-04-13,19.0
529,heatwave,2008-02-27,2008-03-18,278.0
529,heatwave,2017-07-01,2017-07-13,301.0
529,extreme wind,2011-03-31,2011-04-02,18.0
529,flood,2005-08-13,2005-08-20,1.0
529,extreme wind,2004-04-13,2004-04-14,19.0
529,extreme wind,2016-04-01,2016-04-03,17.0
529,heatwave,2014-03-15,2014-04-02,288.0
529,flood,2013-08-07,2013-10-14,2.0
529,heatwave,2008-04-12,2008-04-24,293.0
529,extreme wind,2016-04-20,2016-04-21,15.0
529,wildfire,2016-04-15,2016-04-20,16.259529003906227
529,heatwave,2014-04-18,2014-05-02,291.0
529,extreme wind,2016-04-19,2016-04-22,22.0
529,extreme wind,2012-05-21,2012-05-23,18.0
529,extreme wind,2015-10-01,2015-10-03,21.0
529,extreme wind,2008-09-25,2008-09-26,22.0
529,extreme wind,2009-05-01,2009-05-02,15.0
529,extreme wind,2009-05-15,2009-05-22,22.0
529,heatwave,2011-06-15,2011-06-22,300.0
529,flood,2005-07-01,2005-08-12,1.0
529,wildfire,2016-04-10,2016-04-23,11.25702901419656
529,extreme wind,2016-04-05,2016-04-08,24.0
529,wildfire,2015-04-19,2015-04-25,6.716493168890554
529,wildfire,2016-04-01,2016-04-22,156.0664471987321
529,extreme wind,2017-05-01,2017-05-07,24.0
529,extreme wind,2012-08-21,2012-08-30,20.0
529,wildfire,2016-04-06,2016-04-21,20.636574710235323
529,extreme wind,2017-04-12,2017-04-15,20.0
529,wildfire,2016-04-06,2016-04-27,88.56520205840101
529,extreme wind,2006-04-29,2006-04-30,17.0
529,extreme wind,2017-04-12,2017-04-12,17.0
529,heatwave,2011-10-28,2011-11-01,275.0
529,wildfire,2016-04-04,2016-04-22,78.89381647430982
529,heatwave,2010-09-07,2010-09-17,296.0
530,heatwave,2014-03-15,2014-04-02,288.0
530,heatwave,2008-04-12,2008-04-24,293.0
530,heatwave,2008-02-27,2008-03-18,278.0
530,extreme wind,2016-04-05,2016-04-08,24.0
530,extreme wind,2011-03-31,2011-04-02,18.0
530,heatwave,2014-04-18,2014-05-02,291.0
530,extreme wind,2016-04-01,2016-04-03,17.0
530,flood,2013-08-07,2013-10-14,2.0
530,heatwave,2017-07-01,2017-07-13,301.0
530,extreme wind,2004-04-13,2004-04-14,19.0
530,extreme wind,2009-05-01,2009-05-02,15.0
530,extreme wind,2016-04-20,2016-04-21,15.0
530,wildfire,2016-04-15,2016-04-20,16.259529003906227
530,flood,2005-08-13,2005-08-20,1.0
530,extreme wind,2012-05-21,2012-05-23,18.0
530,extreme wind,2009-05-15,2009-05-22,22.0
530,wildfire,2016-04-06,2016-04-27,88.56520205840101
530,extreme wind,2015-04-12,2015-04-13,19.0
530,heatwave,2010-09-07,2010-09-17,296.0
530,extreme wind,2017-05-01,2017-05-07,24.0
530,heatwave,2011-10-28,2011-11-01,275.0
530,extreme wind,2017-04-12,2017-04-15,20.0
530,extreme wind,2006-04-29,2006-04-30,17.0
530,wildfire,2017-03-25,2017-04-15,258.30383251991225
530,extreme wind,2012-08-21,2012-08-30,20.0
530,wildfire,2016-04-01,2016-04-19,26.51341552820799
530,wildfire,2016-04-02,2016-04-13,6.855885430739148
530,heatwave,2011-06-15,2011-06-22,300.0
530,extreme wind,2015-10-01,2015-10-03,21.0
530,extreme wind,2008-09-25,2008-09-26,22.0
530,flood,2005-07-01,2005-08-12,1.0
531,heatwave,2014-03-15,2014-04-02,288.0
531,heatwave,2008-02-27,2008-03-18,278.0
531,extreme wind,2017-04-12,2017-04-15,20.0
531,extreme wind,2011-03-31,2011-04-02,18.0
531,extreme wind,2016-04-05,2016-04-08,24.0
531,heatwave,2008-04-12,2008-04-24,293.0
531,extreme wind,2009-05-01,2009-05-02,15.0
531,extreme wind,2004-04-13,2004-04-14,19.0
531,extreme wind,2012-08-21,2012-08-30,20.0
531,extreme wind,2017-05-01,2017-05-07,24.0
531,heatwave,2017-07-01,2017-07-13,301.0
531,extreme wind,2006-04-29,2006-04-30,17.0
531,heatwave,2014-04-18,2014-05-02,291.0
531,flood,2013-08-07,2013-10-14,2.0
531,extreme wind,2015-10-01,2015-10-03,21.0
531,wildfire,2011-04-01,2011-04-06,7.414044063771271
531,extreme wind,2016-04-19,2016-04-22,22.0
531,extreme wind,2009-05-15,2009-05-22,22.0
531,extreme wind,2016-04-01,2016-04-03,17.0
531,extreme wind,2008-09-25,2008-09-26,22.0
531,heatwave,2010-06-13,2010-07-08,308.0
531,heatwave,2011-06-15,2011-06-22,300.0
531,extreme wind,2012-05-21,2012-05-23,18.0
531,heatwave,2010-09-07,2010-09-17,296.0
531,flood,2005-07-01,2005-08-12,1.0
531,flood,2005-08-13,2005-08-20,1.0
532,heatwave,2008-02-27,2008-03-18,278.0
532,extreme wind,2011-03-31,2011-04-02,18.0
532,heatwave,2014-03-15,2014-04-02,288.0
532,flood,2013-08-07,2013-10-14,2.0
532,heatwave,2011-06-15,2011-06-22,300.0
532,heatwave,2008-04-12,2008-04-24,293.0
532,extreme wind,2004-04-13,2004-04-14,19.0
532,extreme wind,2015-10-01,2015-10-03,21.0
532,flood,2005-07-01,2005-08-12,1.0
532,heatwave,2007-01-03,2007-02-13,290.0
532,extreme wind,2016-04-01,2016-04-03,17.0
532,extreme wind,2009-05-15,2009-05-22,22.0
532,extreme wind,2016-04-05,2016-04-08,24.0
532,extreme wind,2012-05-21,2012-05-23,18.0
532,extreme wind,2009-05-01,2009-05-02,15.0
532,extreme wind,2016-04-20,2016-04-21,15.0
532,flood,2005-08-13,2005-08-20,1.0
532,extreme wind,2008-09-25,2008-09-26,22.0
532,extreme wind,2016-05-09,2016-05-17,22.0
532,extreme wind,2017-04-12,2017-04-15,20.0
532,extreme wind,2017-05-01,2017-05-07,24.0
532,wildfire,2016-04-01,2016-04-21,33.581520934886434
532,extreme wind,2012-08-21,2012-08-30,20.0
532,extreme wind,2006-04-29,2006-04-30,17.0
532,heatwave,2010-09-07,2010-09-17,296.0
532,wildfire,2017-04-05,2017-04-19,9.785793020050122
533,extreme wind,2014-04-14,2014-04-17,20.0
533,heatwave,2014-03-15,2014-04-02,288.0
533,extreme wind,2009-05-01,2009-05-02,15.0
533,extreme wind,2017-05-01,2017-05-07,24.0
533,heatwave,2010-06-13,2010-07-08,308.0
533,heatwave,2008-02-27,2008-03-18,278.0
533,heatwave,2017-07-01,2017-07-13,301.0
533,heatwave,2011-10-28,2011-11-01,275.0
533,heatwave,2008-04-12,2008-04-24,293.0
533,extreme wind,2011-03-31,2011-04-02,18.0
533,extreme wind,2016-04-01,2016-04-03,17.0
533,extreme wind,2015-04-12,2015-04-13,19.0
533,extreme wind,2004-04-13,2004-04-14,19.0
533,extreme wind,2006-04-29,2006-04-30,17.0
533,extreme wind,2017-04-12,2017-04-15,20.0
533,wildfire,2017-03-29,2017-04-13,8.527253460536047
533,extreme wind,2017-04-12,2017-04-12,17.0
533,extreme wind,2016-04-05,2016-04-08,24.0
533,extreme wind,2009-05-15,2009-05-22,22.0
533,wildfire,2008-02-28,2008-03-11,62.072140881161786
533,wildfire,2008-03-01,2008-03-09,50.5233692555457
533,wildfire,2017-04-09,2017-04-15,17.681956706966886
533,wildfire,2015-04-11,2015-04-25,6.03717597562912
533,extreme wind,2012-05-21,2012-05-23,18.0
533,flood,2005-08-13,2005-08-20,1.0
533,heatwave,2011-06-15,2011-06-22,300.0
533,flood,2005-07-01,2005-08-12,1.0
533,heatwave,2010-09-07,2010-09-17,296.0
533,wildfire,2016-04-02,2016-04-09,10.819338143938776
533,extreme wind,2016-04-20,2016-04-21,15.0
533,extreme wind,2008-09-25,2008-09-26,22.0
533,extreme wind,2015-10-01,2015-10-03,21.0
533,extreme wind,2012-08-21,2012-08-30,20.0
533,coldwave,2012-03-30,2012-04-06,265.0
533,heatwave,2014-04-18,2014-05-02,291.0
533,flood,2013-08-07,2013-10-14,2.0
533,extreme wind,2016-04-19,2016-04-22,22.0
533,extreme wind,2004-04-19,2004-04-20,19.0
534,extreme wind,2011-03-31,2011-04-02,18.0
534,flood,2013-08-07,2013-10-14,2.0
534,heatwave,2008-02-27,2008-03-18,278.0
534,heatwave,2008-04-12,2008-04-24,293.0
534,extreme wind,2016-04-05,2016-04-08,24.0
534,heatwave,2014-03-15,2014-04-02,288.0
534,extreme wind,2004-04-13,2004-04-14,19.0
534,extreme wind,2017-05-01,2017-05-07,24.0
534,extreme wind,2016-04-01,2016-04-03,17.0
534,extreme wind,2012-08-21,2012-08-30,20.0
534,extreme wind,2017-04-12,2017-04-15,20.0
534,extreme wind,2008-09-25,2008-09-26,22.0
534,extreme wind,2009-05-01,2009-05-02,15.0
534,extreme wind,2006-04-29,2006-04-30,17.0
534,heatwave,2011-10-28,2011-11-01,275.0
534,extreme wind,2016-04-20,2016-04-21,15.0
