countryid,value
1154,638557.3000383438
744,479015.7061384186
741,1126273.4753158821
709,577567.1717213653
594,379037.42836191016
602,498822.8339226298
1071,515260.0303696066
1162,1034501.591131601
763,1127620.070822384
605,663278.5977987084
600,1240689.8966630741
2007,37110.04848841863
1709,42141.00572095495
2084,187685.0164823892
2109,170555.7108367778
1127,847447.8685834842
1125,869842.397214738
1168,814624.4399913412
764,1099859.760931231
707,1141766.050974327
708,630553.5835478351
591,278559.483196234
2015,18935.119526405048
2228,27182.02817126414
2090,340391.8055297788
2088,362973.65385077713
2107,842797.6649206897
2115,400766.083174043
1176,365549.40471424395
1175,633424.9484775808
1121,1764703.6306468814
592,810241.17602746
593,551356.9874855145
1700,71837.2003207936
2085,979906.1243992074
2108,215027.26189431173
1128,530563.209013805
1166,526583.2577826737
1167,884201.5430462623
1163,858079.4216843634
740,1549036.8039878071
739,1459633.753534999
738,511203.8211300351
607,1107649.1924570347
615,1070545.5493803646
1624,174590.1698961823
1165,1103381.5988757114
1160,58776.362244710224
706,773485.2488870241
736,585186.3078437734
1717,83393.53117944852
1722,62859.825141412184
1628,159116.23390449915
2116,219379.4128869981
1180,503722.2260886575
1132,1593310.4424300685
1129,1434875.191431496
1169,891245.7655143788
742,1493665.3061418168
743,1370825.4953711648
711,711040.7894086755
710,757507.735720027
737,543642.9375367814
601,637015.6718944272
1626,867365.0749318736
2092,257518.25136799205
1130,723864.1806268479
1164,734179.2918921835
2006,29044.17285226834
2237,96255.96080515812
1719,80718.91021863319
1691,504769.75944150594
2111,298155.554843776
1174,867339.4746404696
1131,389557.76885661186
733,467290.54001275834
608,1068068.6476460146
618,1147175.685009471
576,680660.704321783
2014,23773.12181681253
2011,38166.27000971343
1706,39330.720371413816
1627,346200.2288669391
2113,235287.01588275642
1177,250470.45585910566
1196,363816.1826745356
1141,1346739.2176908723
1149,728816.488164933
1148,718631.2319372242
757,1419539.8023171597
756,1178978.6582523827
699,1396205.851270401
735,734787.672634548
732,454031.16168885346
550,669189.4939016995
606,751727.4611219079
604,1246400.5423797874
1972,30137.30642349179
1704,48738.331110376384
1690,565406.5890563499
2112,213192.5839156706
1179,412059.9109623227
1146,1083847.969274791
614,163056.06320782795
579,1106981.3622464174
577,627404.9631508166
1705,59295.276993679414
1178,451512.30700402695
1194,842574.7185776939
1192,1592316.9454891104
1197,1000003.9971502431
1233,1493462.2760314213
603,194957.0329315646
1962,56360.852556391015
1625,710561.0269544086
1680,414307.15205265995
1142,662207.3923585026
1147,620249.8763786649
609,201929.89004538796
612,205211.8166213561
617,1095437.8922231642
1699,129626.09149057559
1629,413882.4901186715
1571,189374.67818225658
2114,78807.26593740752
700,811753.8834811236
734,583062.1111491807
549,1135714.77451709
547,4755527.413502359
613,700374.1258145676
610,1306465.1298031043
580,1417391.363050163
1959,52061.601366615134
1623,108536.00030019355
1630,481786.9496295776
1191,742746.5380040366
1143,562267.7682945186
1145,540392.4232928667
548,2440100.1979224086
611,1328825.672832325
616,776474.1623543693
575,227581.2777508923
581,715241.95241223
578,585930.349236794
2005,60096.48603024618
1958,84486.96054474504
1689,1100994.850660799
1195,256836.43676125506
1193,668013.9491564765
1234,725518.5391091892
755,1641218.2946554055
701,4127724.4910389613
754,1071359.957622398
567,3929049.903312801
555,2215435.028350332
571,1452029.6429663673
2003,109080.2347323229
2009,40320.77431328074
1961,49639.205401227955
1971,24568.12734970153
1702,73457.20991934903
1698,55087.53473544
1622,252839.9675034739
1198,468815.7589665007
698,535089.2760236377
750,755824.0232084893
753,330843.239405394
566,1006613.2119981027
2020,6584.215328440079
2008,20357.022362870895
1716,51892.19772044267
1652,809955.5899189812
1692,861079.9321391813
1676,873711.9196335081
1246,89091.05485847528
1205,402416.9307023942
1144,345556.4885998645
759,578136.7072712844
551,464415.5818416211
564,194823.83354436632
570,1562667.9303899694
546,262158.3719405238
1703,67888.99305031972
1697,150129.39490320344
1617,501920.4400540861
1621,465682.1154142675
1618,1049526.5689423305
1576,1222834.2663390506
1580,363379.48117355123
712,210460.31024092057
554,3007078.9836420626
574,327455.3308560719
2019,14373.65813376562
1720,60019.30030764238
1647,1022023.3415723479
1650,773657.1111955058
1202,913434.9066056282
1225,699532.7610591309
713,746763.568205239
565,855129.6038856925
556,1615874.0124134524
553,1396401.1853845757
1718,56647.73452226231
1715,57496.23393130219
1616,426416.42989123624
1620,396746.2486214456
1675,1475590.8892382486
1184,128891.42888658047
1219,501554.7832146497
760,417548.75540096586
758,854911.1030663141
751,881919.1969851741
752,1175916.0948288382
569,4325263.703695405
572,2056710.9185443078
542,19509390.93029321
1968,35928.956870664944
1599,692112.270668157
1613,747579.2887954045
1619,1256847.3285214014
1648,578412.2178091777
1577,725053.2534718512
1579,501145.0516064606
1238,386933.4537502238
1182,815579.7852405608
1200,1235170.0020252953
1201,614552.7834876105
1208,561937.1649166009
1204,538544.7359607496
702,99861.783555763
703,778507.8311755537
552,441353.7625777023
568,1226573.7969223794
