县编号,0-0.1 负荷密度 出现次数,0-0.1 负荷密度 总和,0.1-1 负荷密度 出现次数,0.1-1 负荷密度 总和,1-6 负荷密度 出现次数,1-6 负荷密度 总和,6-15 负荷密度 出现次数,6-15 负荷密度 总和,15-30 负荷密度 出现次数,15-30 负荷密度 总和,大于30 负荷密度 出现次数,大于30 负荷密度 总和,大于80 负荷密度 出现次数,大于80 负荷密度 总和
551,0,0.0,0,0.0,324,572.7533997463678,0,0.0,0,0.0,0,0.0,0,0.0
552,0,0.0,2,0.9940566589162152,280,802.1588704055848,6,45.60031979203771,0,0.0,0,0.0,0,0.0
553,0,0.0,0,0.0,64,316.21458332156004,70,592.8770063237657,0,0.0,0,0.0,10,927.5360503423051
554,0,0.0,0,0.0,118,583.9767658535519,252,2452.3996624087586,22,508.43449541561523,32,1336.2145001791175,8,732.9176416362711
555,0,0.0,0,0.0,76,328.53770387658557,216,2170.5397315547984,68,1279.3249799122325,0,0.0,0,0.0
556,0,0.0,0,0.0,628,2056.3276624774094,92,615.4494649999068,0,0.0,0,0.0,0,0.0
557,0,0.0,0,0.0,70,186.04883729358363,2,16.285679473573886,0,0.0,0,0.0,0,0.0
558,0,0.0,332,256.8147455915372,244,377.34246295351824,0,0.0,0,0.0,0,0.0,0,0.0
559,0,0.0,200,145.1033455786297,232,373.0970733831,0,0.0,0,0.0,0,0.0,0,0.0
560,2,0.0,184,148.22225634215707,700,1215.450353228767,32,280.9208813559761,6,153.1561056386393,12,410.3606862678745,0,0.0
561,0,0.0,454,364.8918650326869,158,216.5384335383454,0,0.0,0,0.0,0,0.0,0,0.0
562,0,0.0,254,190.08975905431288,322,379.0689572710774,0,0.0,0,0.0,0,0.0,0,0.0
563,0,0.0,204,155.15777868569,516,646.5454882781058,0,0.0,0,0.0,0,0.0,0,0.0
564,0,0.0,0,0.0,5,27.461813151474963,29,299.543850730315,2,40.51099796195855,0,0.0,0,0.0
565,0,0.0,0,0.0,466,1074.1450280886295,2,13.965998314145136,0,0.0,0,0.0,0,0.0
566,0,0.0,0,0.0,366,1169.717291390113,30,236.64955414182788,0,0.0,0,0.0,0,0.0
567,0,0.0,0,0.0,150,607.1556087256873,348,3083.7248607974097,52,1126.4630217236595,26,985.1662226965781,0,0.0
568,0,0.0,0,0.0,76,289.021562521645,52,545.5654818208017,16,326.97126105308155,0,0.0,0,0.0
569,0,0.0,0,0.0,608,1553.2468017413987,264,2199.9090386228686,90,1788.4709596172158,10,313.3818253186954,0,0.0
570,44,0.0,0,0.0,110,529.528449542796,274,2179.0111356894104,4,61.860399088600914,0,0.0,0,0.0
571,0,0.0,0,0.0,146,498.7610974379014,170,1484.0722842919208,8,137.68339496566597,0,0.0,0,0.0
572,0,0.0,0,0.0,44,230.199579848349,208,2073.75939470774,104,2178.952349112049,4,123.1013435903417,0,0.0
573,0,0.0,0,0.0,332,1439.815711083306,126,1137.636580292954,10,175.44723226019042,0,0.0,0,0.0
574,138,0.0,4,3.463138212506106,28,68.16815616473343,80,583.63279098807,2,31.943800365801643,0,0.0,0,0.0
575,0,0.0,0,0.0,68,204.8479236039153,4,30.225611914283917,0,0.0,0,0.0,0,0.0
576,36,0.0,12,8.942584074028325,348,626.960439104539,0,0.0,0,0.0,0,0.0,0,0.0
577,254,0.0,14,12.593503151206987,380,583.7514503605737,0,0.0,0,0.0,0,0.0,0,0.0
578,220,0.0,0,0.0,210,596.236867302396,2,15.62259474432631,0,0.0,0,0.0,0,0.0
579,0,0.0,0,0.0,504,1032.698062773211,0,0.0,0,0.0,0,0.0,0,0.0
580,48,0.0,4,3.5757473096532615,514,1356.4952059263508,10,71.3171636197255,0,0.0,0,0.0,0,0.0
581,76,0.0,0,0.0,318,1068.0057906850982,2,13.783009081247345,0,0.0,0,0.0,0,0.0
582,116,0.0,56,38.2181354646107,80,145.64383353019633,0,0.0,0,0.0,0,0.0,0,0.0
583,116,0.0,52,29.497536027366973,300,503.01276036169105,0,0.0,0,0.0,0,0.0,0,0.0
584,24,0.0,680,387.64524835581,212,366.275888937244,18,154.49653043944363,2,35.46717963598212,0,0.0,0,0.0
585,150,0.0,482,274.99149304902755,36,45.76287867634973,16,153.87520053264953,0,0.0,0,0.0,0,0.0
586,14,0.0,326,224.9098399965686,56,63.15548351224288,0,0.0,0,0.0,0,0.0,0,0.0
587,0,0.0,16,13.685973458209823,126,200.1482022981805,2,17.274131979157495,0,0.0,0,0.0,0,0.0
588,0,0.0,422,365.440678717884,118,125.2103922889896,0,0.0,0,0.0,0,0.0,0,0.0
589,0,0.0,202,165.17951327309427,250,408.91642104004865,16,133.73672392627242,0,0.0,0,0.0,0,0.0
590,0,0.0,474,350.2085564508997,66,75.28021484654049,0,0.0,0,0.0,0,0.0,0,0.0
591,0,0.0,260,207.26907988230997,64,83.98953849282695,0,0.0,0,0.0,0,0.0,0,0.0
592,0,0.0,1004,550.1182150085907,4,4.936969332239685,0,0.0,0,0.0,0,0.0,0,0.0
593,0,0.0,384,250.51943373131212,84,110.35973700418577,0,0.0,0,0.0,0,0.0,0,0.0
594,0,0.0,112,73.91531001348217,68,107.9984935568992,0,0.0,0,0.0,0,0.0,0,0.0
595,98,0.0,366,227.27420815167767,4,4.622147824604525,0,0.0,0,0.0,0,0.0,0,0.0
596,134,0.0,508,328.73590541576596,6,9.530150478570489,0,0.0,0,0.0,0,0.0,0,0.0
597,0,0.0,442,340.2174463451499,62,82.83777143999552,0,0.0,0,0.0,0,0.0,0,0.0
598,360,0.0,642,336.154706896384,6,7.883017793967904,0,0.0,0,0.0,0,0.0,0,0.0
599,0,0.0,128,90.31427658171475,268,378.85107342371026,0,0.0,0,0.0,0,0.0,0,0.0
600,0,0.0,88,80.34844343824383,416,714.3825755667485,0,0.0,0,0.0,0,0.0,0,0.0
601,126,0.0,109,94.98374771376132,521,592.4537364507645,0,0.0,0,0.0,0,0.0,0,0.0
602,300,0.0,394,349.5753190289809,98,120.92608061306198,0,0.0,0,0.0,0,0.0,0,0.0
603,0,0.0,0,0.0,10,31.363054081278932,0,0.0,24,502.96096174252705,2,78.74290756048637,0,0.0
604,0,0.0,10,8.499221298505695,158,386.0719373290616,8,99.50741115744893,132,2517.239655978782,16,546.3073173501192,0,0.0
605,0,0.0,158,137.09963402680748,418,540.9408809714632,0,0.0,0,0.0,0,0.0,0,0.0
606,0,0.0,12,9.652246063546084,300,667.0914943250785,2,12.557842238824751,8,182.02490893115214,2,78.49885938071051,0,0.0
607,0,0.0,310,274.82416818925105,404,473.62732678291707,0,0.0,6,105.12650917851698,0,0.0,0,0.0
608,0,0.0,18,17.502303005429663,92,176.54955792646615,64,567.3893875024007,254,4645.582418989946,4,138.6789215712238,0,0.0
609,0,0.0,0,0.0,86,294.8183902453648,2,15.939921391279253,20,427.4431523568253,0,0.0,0,0.0
610,0,0.0,0,0.0,166,573.8198517569614,84,708.1737970081273,2,37.322666970382,0,0.0,0,0.0
611,0,0.0,0,0.0,238,878.6632127393264,148,1213.893637833739,10,192.08442077614205,0,0.0,0,0.0
612,0,0.0,0,0.0,30,78.36420459158694,34,275.7618506065212,8,164.4747776387101,0,0.0,0,0.0
613,0,0.0,0,0.0,408,772.5158500895758,16,137.21196907500425,8,139.16043320356783,0,0.0,0,0.0
614,0,0.0,0,0.0,62,186.91468333748452,10,77.00612079175718,0,0.0,0,0.0,0,0.0
615,0,0.0,200,188.0947009093857,556,656.1765937659684,0,0.0,0,0.0,0,0.0,0,0.0
616,0,0.0,0,0.0,242,781.5847590890494,10,87.50230011802779,0,0.0,0,0.0,0,0.0
617,0,0.0,0,0.0,378,913.8752443300762,18,127.25109234764274,0,0.0,0,0.0,0,0.0
618,0,0.0,6,5.6943112103771965,462,1098.0269409368411,0,0.0,0,0.0,0,0.0,0,0.0
619,0,0.0,36,24.352448403286736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
620,0,0.0,406,299.52545854892946,134,154.07768478953108,0,0.0,0,0.0,0,0.0,0,0.0
621,0,0.0,609,499.8630152839392,147,169.21411494107778,0,0.0,0,0.0,0,0.0,0,0.0
622,0,0.0,309,280.7778411138627,303,336.9336647259328,0,0.0,0,0.0,0,0.0,0,0.0
623,0,0.0,873,477.0541377252227,99,108.44437110536965,0,0.0,0,0.0,0,0.0,0,0.0
624,4,0.0,0,0.0,16,84.58692364917374,74,677.4063163204578,28,600.6400657325121,10,448.05439096522986,12,2310.7859459230854
625,120,0.0,0,0.0,94,515.0033707673315,308,2848.737303412766,50,910.4610331319982,2,139.76763915288439,2,202.62664316055782
626,14,0.0,0,0.0,252,1041.1498017363185,154,1286.300417431183,24,502.5098702748216,20,845.0092384083811,4,643.0303209267515
627,0,0.0,274,108.5763106524162,410,574.5004833881856,0,0.0,0,0.0,0,0.0,0,0.0
628,0,0.0,1342,498.557225591516,134,145.1140966396591,0,0.0,0,0.0,0,0.0,0,0.0
629,0,0.0,419,391.26909654545597,373,463.3180708269912,0,0.0,0,0.0,0,0.0,0,0.0
630,0,0.0,414,172.985564894595,50,124.73252514048266,102,1005.2383484051542,24,448.3297061601411,14,630.8979740815564,8,796.9354578996364
631,0,0.0,748,623.2023908515741,248,791.7701911616858,12,84.01535613341596,0,0.0,0,0.0,0,0.0
632,232,0.0,0,0.0,12,60.00168095917516,68,691.0581925716722,38,840.8476078613346,10,422.91862507161704,0,0.0
633,222,0.0,0,0.0,166,449.1244679446324,8,76.83622211339798,0,0.0,0,0.0,0,0.0
634,84,0.0,0,0.0,378,778.1386100616131,6,36.263479314358875,0,0.0,0,0.0,0,0.0
635,24,0.0,0,0.0,92,425.32997616049687,208,1932.4370402449176,72,1364.241519439405,18,754.7647050216041,18,2046.1174672628554
636,24,0.0,0,0.0,222,874.199848650872,156,1247.6684122984263,30,512.0577960083557,0,0.0,0,0.0
637,248,0.0,0,0.0,12,63.920519326811274,94,759.8320082288973,6,94.41908221697759,0,0.0,0,0.0
638,12,0.0,0,0.0,316,877.1081044284527,102,773.9935641887894,2,33.06778625473754,0,0.0,0,0.0
639,60,0.0,74,66.92685348944,72,186.20169182347288,34,339.38576056962427,30,624.3865145191191,18,938.9173348613855,0,0.0
641,0,0.0,592,497.98144302791076,404,1042.0952546844687,12,92.62064537691434,0,0.0,0,0.0,0,0.0
642,26,0.0,4,1.9479797835358759,260,951.0187936195731,32,301.4068462454633,2,34.43038518720651,0,0.0,0,0.0
643,168,0.0,0,0.0,218,716.2791477607082,10,90.23550763033049,0,0.0,0,0.0,0,0.0
644,0,0.0,258,142.31887279337752,66,287.1759303458505,0,0.0,0,0.0,0,0.0,0,0.0
645,0,0.0,564,233.16278012119238,120,360.77188998895195,0,0.0,0,0.0,0,0.0,0,0.0
646,40,0.0,2,1.1412161526105924,230,987.4206349622436,122,1046.0395251652214,58,1164.8537032398947,16,773.3029392714866,0,0.0
647,108,0.0,0,0.0,200,899.3508033127663,46,371.4870940491634,6,101.23566608606087,0,0.0,0,0.0
648,0,0.0,0,0.0,188,925.2934150588158,100,902.0124417251892,0,0.0,0,0.0,0,0.0
649,0,0.0,0,0.0,58,278.0650313112836,120,928.3828370332966,2,32.32061950905378,0,0.0,0,0.0
650,34,0.0,0,0.0,102,518.4057374845443,44,320.6514073733775,0,0.0,0,0.0,0,0.0
651,0,0.0,0,0.0,206,1059.924518560169,46,392.7679150658492,0,0.0,0,0.0,0,0.0
652,0,0.0,0,0.0,54,281.62552593161894,122,951.7158868778339,4,74.12184948126213,0,0.0,0,0.0
653,0,0.0,0,0.0,170,832.4242797465978,46,388.84984105277596,0,0.0,0,0.0,0,0.0
654,0,0.0,0,0.0,420,1430.0959311638317,120,971.2782870869501,0,0.0,0,0.0,0,0.0
655,0,0.0,0,0.0,320,1015.1322991300449,4,30.360795069033255,0,0.0,0,0.0,0,0.0
656,0,0.0,0,0.0,496,1173.6070369579345,8,73.12146407436805,0,0.0,0,0.0,0,0.0
657,0,0.0,231,216.42343077589678,309,543.0997279390409,0,0.0,0,0.0,0,0.0,0,0.0
658,0,0.0,0,0.0,2,10.698609359355249,30,364.0885502391469,4,72.98438597522639,0,0.0,0,0.0
659,32,0.0,0,0.0,160,829.8068397714662,190,1768.7655008018946,14,304.5517831589675,0,0.0,0,0.0
660,0,0.0,0,0.0,360,669.9398565350618,0,0.0,0,0.0,0,0.0,0,0.0
661,0,0.0,0,0.0,613,1888.4934422242545,137,1053.175210754524,6,141.10183455181442,0,0.0,0,0.0
662,26,0.0,0,0.0,366,1513.8829570201326,40,351.0487510169977,0,0.0,0,0.0,0,0.0
663,0,0.0,0,0.0,562,1335.0393824348153,14,97.0221235794831,0,0.0,0,0.0,0,0.0
664,0,0.0,0,0.0,72,118.19845043660834,0,0.0,0,0.0,0,0.0,0,0.0
665,0,0.0,8,7.260874586686213,532,1361.9814056982877,72,524.9248337458284,0,0.0,0,0.0,0,0.0
666,0,0.0,256,238.15673666922538,244,513.4213117711873,4,27.220173901387803,0,0.0,0,0.0,0,0.0
667,0,0.0,0,0.0,244,520.3961441625341,8,58.56720089193332,0,0.0,0,0.0,0,0.0
668,0,0.0,344,191.6147656968498,124,228.59696060762533,0,0.0,0,0.0,0,0.0,0,0.0
669,0,0.0,50,48.49118105641785,418,726.0560912473275,0,0.0,0,0.0,0,0.0,0,0.0
670,0,0.0,0,0.0,244,828.9677161706265,90,717.8774496085462,26,432.83961363033967,0,0.0,0,0.0
671,0,0.0,36,17.856118255177137,576,1182.6268008691266,0,0.0,0,0.0,0,0.0,0,0.0
672,0,0.0,66,27.52504518587036,286,859.3773051591515,8,54.20126176951527,0,0.0,0,0.0,0,0.0
673,0,0.0,64,42.896576180766374,8,12.89568238196567,0,0.0,0,0.0,0,0.0,0,0.0
674,0,0.0,426,257.6607863784649,294,442.85087464130197,0,0.0,0,0.0,0,0.0,0,0.0
675,0,0.0,302,195.95052406141414,94,160.33438560906558,0,0.0,0,0.0,0,0.0,0,0.0
676,0,0.0,684,225.3385560279848,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
677,0,0.0,24,23.178844380763984,336,576.2128123523855,0,0.0,0,0.0,0,0.0,0,0.0
678,0,0.0,542,390.68329835173586,142,186.89799265137952,0,0.0,0,0.0,0,0.0,0,0.0
679,218,0.0,0,0.0,28,127.15748736816514,40,329.45226681078185,2,49.313994839423685,0,0.0,0,0.0
680,66,0.0,0,0.0,4,16.58349590815992,2,13.100010330072461,0,0.0,0,0.0,0,0.0
682,52,0.0,0,0.0,342,732.6339589215384,58,655.1532355942728,12,230.6038627417754,4,140.24965116620456,0,0.0
683,62,0.0,0,0.0,16,78.4925584147321,58,507.07085542546076,8,142.6135996241914,0,0.0,0,0.0
684,164,0.0,0,0.0,160,249.28328023850213,0,0.0,0,0.0,0,0.0,0,0.0
685,0,0.0,214,187.40760194788564,290,495.33186869469125,0,0.0,0,0.0,0,0.0,0,0.0
686,0,0.0,478,319.8288767846481,134,247.56662396390968,0,0.0,0,0.0,0,0.0,0,0.0
687,102,0.0,0,0.0,16,83.39332428368068,138,1321.963888700627,20,379.14959300212564,12,476.4358549430807,0,0.0
688,70,0.0,34,29.34343331718055,580,947.8032851249466,0,0.0,0,0.0,0,0.0,0,0.0
689,0,0.0,198,85.03998219966574,342,537.6601231606732,0,0.0,0,0.0,0,0.0,0,0.0
690,0,0.0,651,404.697006366822,107,129.82305058789302,20,159.03746125365973,14,290.18963164543015,0,0.0,0,0.0
691,0,0.0,390,154.16473695201339,74,194.14198225531845,4,32.11542144142885,0,0.0,0,0.0,0,0.0
692,0,0.0,758,212.7322229409014,70,112.65508140652766,0,0.0,0,0.0,0,0.0,0,0.0
693,0,0.0,102,88.15168048071774,330,388.0231501053792,0,0.0,0,0.0,0,0.0,0,0.0
694,0,0.0,180,123.04621315596377,72,107.17846352717353,0,0.0,0,0.0,0,0.0,0,0.0
695,0,0.0,648,222.4646625253698,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
696,0,0.0,628,204.62314340278624,20,28.442083626255613,0,0.0,0,0.0,0,0.0,0,0.0
697,0,0.0,988,342.2896850095833,128,133.41020629896164,0,0.0,0,0.0,0,0.0,0,0.0
698,0,0.0,18,15.644515210376603,112,142.44029702421892,0,0.0,14,352.4596683127157,0,0.0,0,0.0
699,0,0.0,662,431.6744044703099,202,310.7781835646998,0,0.0,0,0.0,0,0.0,0,0.0
700,0,0.0,321,134.7912321680212,507,537.3556156924848,0,0.0,0,0.0,0,0.0,0,0.0
701,0,0.0,186,152.36909245012853,484,640.5080450105522,24,304.94778108694334,104,2171.6766943448565,30,1226.3450207805206,0,0.0
702,0,0.0,12,7.5434785577808965,22,78.54161239147152,2,12.914325115446735,0,0.0,0,0.0,0,0.0
703,0,0.0,206,127.96068263489147,212,451.4064470062432,4,31.340461523841064,0,0.0,8,382.0131275741349,2,164.2293740426579
704,0,0.0,120,100.10971857172626,182,284.6720650745412,0,0.0,6,147.21948574915976,12,541.9981875651629,4,331.25221808289086
705,0,0.0,313,233.67152379733324,83,122.23009457991768,0,0.0,0,0.0,0,0.0,0,0.0
706,0,0.0,104,50.62657383850173,64,213.77810285696336,10,75.80923640237023,2,31.45645970620414,0,0.0,0,0.0
707,0,0.0,754,354.6717879079772,18,74.90375659297784,16,151.3738413701013,4,61.366245363471954,0,0.0,0,0.0
708,0,0.0,538,260.19268091572184,2,2.060318937838951,0,0.0,0,0.0,0,0.0,0,0.0
709,0,0.0,576,277.03157841932114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
710,0,0.0,238,119.04697107344761,84,124.78100254800401,2,12.423412555062374,0,0.0,0,0.0,0,0.0
711,0,0.0,241,183.65270394287157,119,139.26312774828511,0,0.0,0,0.0,0,0.0,0,0.0
712,0,0.0,0,0.0,42,168.11652036288575,28,234.4314131229777,2,35.47085968803713,0,0.0,0,0.0
713,0,0.0,266,94.5585959612462,180,567.1622689232263,18,139.71939501106507,4,69.98160939405835,0,0.0,0,0.0
714,0,0.0,56,26.550270712751498,52,89.6484075900602,0,0.0,0,0.0,0,0.0,0,0.0
715,0,0.0,752,374.3002419352193,158,232.65312516387272,26,229.08278259625675,0,0.0,0,0.0,0,0.0
716,0,0.0,24,18.419718538061034,4,6.0168155937424945,0,0.0,2,48.03312346879059,6,295.85616499679634,0,0.0
717,0,0.0,234,170.66836154544401,90,161.50423184710235,0,0.0,0,0.0,0,0.0,0,0.0
718,0,0.0,92,51.877898372466596,50,127.65260566911184,2,12.723620550595072,0,0.0,0,0.0,0,0.0
719,0,0.0,458,298.46690681624153,66,120.11063620586545,16,115.22740456744182,0,0.0,0,0.0,0,0.0
720,0,0.0,662,412.0668476804344,4,5.5550783728586275,10,90.33579165479014,4,94.1054825436232,4,223.29868291626303,0,0.0
721,0,0.0,574,288.13603799521417,2,2.0922323855912737,0,0.0,0,0.0,0,0.0,0,0.0
722,0,0.0,612,201.2523910344087,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
723,2,0.0,790,291.48194718283946,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
724,0,0.0,468,206.95959060290738,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
725,0,0.0,720,163.77431938987277,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
726,0,0.0,560,385.9302507684151,16,20.318437851249886,0,0.0,0,0.0,0,0.0,0,0.0
727,0,0.0,806,242.22740322345197,18,73.71170798583773,4,41.52825855687274,0,0.0,0,0.0,0,0.0
728,0,0.0,756,307.7853634863745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
729,0,0.0,684,217.5790089601592,28,91.7304784310096,8,81.80546375574636,0,0.0,0,0.0,0,0.0
730,16,1.3629491493779489,200,40.75703578311605,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
731,78,6.803436830992289,678,112.45331468514357,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
732,0,0.0,358,135.46270758049994,38,86.61811937710107,0,0.0,0,0.0,0,0.0,0,0.0
733,0,0.0,350,171.20383513500406,154,331.2309512763509,0,0.0,0,0.0,0,0.0,0,0.0
734,0,0.0,526,196.4819356855952,50,147.05816729522618,0,0.0,0,0.0,0,0.0,0,0.0
735,0,0.0,1044,257.8977173012,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
736,0,0.0,652,239.14646140786974,32,70.84508487743682,0,0.0,0,0.0,0,0.0,0,0.0
737,0,0.0,524,402.3609362263568,52,70.4798585195398,0,0.0,0,0.0,0,0.0,0,0.0
738,0,0.0,752,263.86093034350154,4,4.352081890400459,0,0.0,0,0.0,0,0.0,0,0.0
739,0,0.0,576,379.278266766887,72,99.95390195506117,0,0.0,0,0.0,0,0.0,0,0.0
740,0,0.0,630,353.85307801159195,18,21.597859118588207,0,0.0,0,0.0,0,0.0,0,0.0
741,0,0.0,648,316.20776392920635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
742,0,0.0,536,200.36969509351422,112,165.56572599212163,0,0.0,0,0.0,0,0.0,0,0.0
743,0,0.0,719,448.60350439759287,37,39.4797284112312,0,0.0,0,0.0,0,0.0,0,0.0
744,0,0.0,216,119.57565887545407,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
745,2,0.0,858,384.9113006187397,102,197.51978169440952,10,77.72874126361796,0,0.0,0,0.0,0,0.0
746,0,0.0,274,160.49430496354512,122,132.06538775691973,0,0.0,0,0.0,0,0.0,0,0.0
747,0,0.0,358,185.15781630543762,254,462.36444458403906,0,0.0,0,0.0,0,0.0,0,0.0
748,2,0.0,650,253.5933795799436,212,235.92352301024152,0,0.0,0,0.0,0,0.0,0,0.0
749,0,0.0,498,238.0084712186259,78,88.19956298944071,0,0.0,0,0.0,0,0.0,0,0.0
750,0,0.0,636,324.972807892551,12,13.123388618001695,0,0.0,0,0.0,0,0.0,0,0.0
751,0,0.0,758,412.1050329610172,34,39.60014674117604,0,0.0,0,0.0,0,0.0,0,0.0
752,0,0.0,782,578.5796827407572,44,81.99545184380507,2,13.07225176160497,0,0.0,0,0.0,0,0.0
753,0,0.0,360,188.0071962169413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
754,0,0.0,342,175.35542875919467,238,819.2133816351727,26,237.6062201544529,6,115.30134748513233,0,0.0,0,0.0
755,0,0.0,1068,472.1114961681557,156,181.89934430306226,0,0.0,0,0.0,0,0.0,0,0.0
756,0,0.0,782,239.8899204663149,190,365.5872440253689,0,0.0,0,0.0,0,0.0,0,0.0
757,26,1.45332412129437,1306,411.13029586693085,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
758,0,0.0,622,264.90678060343345,62,70.86700874687462,0,0.0,0,0.0,0,0.0,0,0.0
759,18,0.8466881054699906,1242,198.56112743600727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
760,0,0.0,792,303.1222054671075,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
761,0,0.0,774,491.4543572372264,18,19.00577300840292,0,0.0,0,0.0,0,0.0,0,0.0
762,2,0.0,748,366.62123437234766,6,6.056493482837616,0,0.0,0,0.0,0,0.0,0,0.0
763,0,0.0,828,376.18831431725926,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
764,0,0.0,646,261.59279193530745,2,2.0621359017629115,0,0.0,0,0.0,0,0.0,0,0.0
765,12,1.0254791791525526,812,405.04900368502484,4,4.832131117246034,0,0.0,0,0.0,0,0.0,0,0.0
766,106,9.289736984169846,854,231.1147239784643,42,149.11852558906534,6,39.9807506328323,0,0.0,0,0.0,0,0.0
767,242,20.992425284492356,226,80.56985873609092,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
768,0,0.0,394,192.2107901754454,2,2.0863228971363736,0,0.0,0,0.0,0,0.0,0,0.0
769,0,0.0,758,413.866077321334,106,430.3360802257961,0,0.0,0,0.0,0,0.0,0,0.0
770,0,0.0,284,154.45177387234628,148,374.1190948363661,0,0.0,0,0.0,0,0.0,0,0.0
771,0,0.0,548,280.2723432904306,172,331.3140575499183,0,0.0,0,0.0,0,0.0,0,0.0
772,0,0.0,646,213.58020499876633,2,2.1733423158125014,0,0.0,0,0.0,0,0.0,0,0.0
773,0,0.0,424,188.77695392779526,8,8.82798394476356,0,0.0,0,0.0,0,0.0,0,0.0
774,0,0.0,288,83.84264228108285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
775,0,0.0,844,499.8021024582935,20,23.273986774005262,0,0.0,0,0.0,0,0.0,0,0.0
776,52,0.0,0,0.0,200,682.0025351357618,70,589.3549376171122,66,1208.5625387360337,8,393.4279383654198,0,0.0
777,0,0.0,66,36.673800711790264,413,941.2943959461974,107,794.1406655130367,32,688.3504783238034,12,517.5989225342123,18,4770.88377050438
778,100,0.0,0,0.0,254,657.6218234407667,6,51.53823196532642,0,0.0,0,0.0,0,0.0
779,42,0.0,0,0.0,208,337.9863369522973,2,13.088886056494442,0,0.0,0,0.0,0,0.0
780,0,0.0,266,213.61301176237816,202,385.3182679805458,0,0.0,0,0.0,0,0.0,0,0.0
781,0,0.0,530,333.1327597131416,184,392.4822264629979,1,14.990439964702206,5,100.89912851226006,0,0.0,0,0.0
782,62,0.0,0,0.0,0,0.0,10,71.21559584541428,0,0.0,0,0.0,0,0.0
783,106,0.0,0,0.0,158,603.1858733261008,166,1256.6205111307117,2,35.97999094861175,0,0.0,0,0.0
784,98,0.0,0,0.0,6,32.864741349018274,70,615.4900546943196,6,115.17416704183569,0,0.0,0,0.0
785,50,0.0,0,0.0,242,1076.3364143437427,92,861.8116863254329,36,681.4879732683108,12,456.4251443523169,0,0.0
786,12,0.0,0,0.0,18,91.31166991235696,4,30.704787164775215,2,30.28785421711496,0,0.0,0,0.0
787,98,0.0,18,9.399423057813866,138,707.1364573482751,232,1961.4009744049192,18,356.5207346734411,0,0.0,0,0.0
788,0,0.0,88,53.73096719146143,434,1130.938035488767,90,667.0023846463109,0,0.0,0,0.0,0,0.0
789,0,0.0,124,87.17064359696816,286,759.8947960790196,18,133.88444929050908,4,63.01105024168103,0,0.0,0,0.0
790,0,0.0,488,211.4067444545035,52,64.95798507713677,0,0.0,0,0.0,0,0.0,0,0.0
791,0,0.0,552,240.959136089892,24,26.715961438130474,0,0.0,0,0.0,0,0.0,0,0.0
792,0,0.0,718,299.6592932676158,2,2.253891892893737,0,0.0,0,0.0,0,0.0,0,0.0
793,0,0.0,620,422.03809314769666,28,32.80776572439056,0,0.0,0,0.0,0,0.0,0,0.0
794,0,0.0,1056,661.8761113405093,60,65.12820241104298,0,0.0,0,0.0,0,0.0,0,0.0
795,0,0.0,393,340.541854051995,111,127.33336088707695,0,0.0,0,0.0,0,0.0,0,0.0
796,0,0.0,756,320.8721164841252,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
797,0,0.0,468,219.7179125613314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
798,0,0.0,684,282.1373120939566,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
799,0,0.0,262,203.27989001251535,674,791.1025558645291,0,0.0,0,0.0,0,0.0,0,0.0
800,26,0.0,0,0.0,44,96.00122576714713,92,1046.8728554446832,8,127.16700988909393,10,430.3806301378936,0,0.0
801,132,0.0,0,0.0,28,89.07727598741367,132,1551.7079646947143,30,535.8512656609685,2,62.19206627256672,0,0.0
802,0,0.0,4,3.7870145279837746,956,1998.67135542917,12,84.59474045917831,0,0.0,0,0.0,0,0.0
803,0,0.0,174,139.775628940568,256,542.254264917429,2,12.032965858860313,0,0.0,0,0.0,0,0.0
804,0,0.0,700,528.9489135785394,92,143.0335935010145,0,0.0,0,0.0,0,0.0,0,0.0
805,26,0.0,0,0.0,0,0.0,0,0.0,8,193.2239210589393,2,69.79122743687324,0,0.0
807,102,0.0,0,0.0,0,0.0,6,72.70031104077307,34,852.2762736219005,102,4787.657455005129,8,797.6785953028148
