县编号,0-0.1 负荷密度 出现次数,0-0.1 负荷密度 总和,0.1-1 负荷密度 出现次数,0.1-1 负荷密度 总和,1-6 负荷密度 出现次数,1-6 负荷密度 总和,6-15 负荷密度 出现次数,6-15 负荷密度 总和,15-30 负荷密度 出现次数,15-30 负荷密度 总和,大于30 负荷密度 出现次数,大于30 负荷密度 总和,大于80 负荷密度 出现次数,大于80 负荷密度 总和
259,54,3.0376637674380147,590,119.47362162372669,4,4.688598840613755,0,0.0,0,0.0,0,0.0,0,0.0
260,148,10.230264892406186,180,42.82468407301519,68,80.69005131665283,0,0.0,0,0.0,0,0.0,0,0.0
261,730,55.62151722812207,422,61.65902504842865,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
262,964,72.94126763873024,116,13.512249196721896,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
263,28,2.402741287759577,512,217.4146321395611,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
264,412,10.953052227869678,236,70.00500360573399,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
265,280,19.427268768479788,260,34.30908703129781,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
266,286,21.837088375681393,218,27.87963664359633,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
267,0,0.0,422,82.02128429360673,10,15.962224351495998,0,0.0,0,0.0,0,0.0,0,0.0
268,0,0.0,300,62.98121815771628,168,304.2682637291903,0,0.0,0,0.0,0,0.0,0,0.0
269,176,11.710031466205717,66,7.9258788051952305,500,1436.4716703825418,36,316.72451618318246,14,245.80013079099467,0,0.0,0,0.0
270,126,8.03211987189375,762,278.4378688769922,138,513.9843095488487,30,323.72700733563096,24,417.2005831747944,0,0.0,0,0.0
271,0,0.0,526,298.73549541295927,14,14.559301776236945,0,0.0,0,0.0,0,0.0,0,0.0
272,168,13.834504689836495,1014,212.61624083951,78,174.52074425662744,0,0.0,0,0.0,0,0.0,0,0.0
273,130,12.100910189204601,950,154.96034289230445,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
274,1710,115.28341625097701,146,16.359271352082402,16,43.50806869169179,0,0.0,0,0.0,0,0.0,0,0.0
275,114,9.004493499655398,518,367.96919431448686,66,77.71571871103,6,77.94727478949159,38,878.5088993935816,50,2203.0496433113003,0,0.0
276,78,5.515152555896537,870,488.62911132107706,24,29.667736212479927,0,0.0,0,0.0,0,0.0,0,0.0
277,876,68.86106722078615,1028,175.89535049479434,4,4.345520097713097,0,0.0,0,0.0,0,0.0,0,0.0
278,6508,245.18329276141523,466,81.93623404683231,10,18.124361906741058,0,0.0,0,0.0,0,0.0,0,0.0
279,166,11.50042838559632,230,41.950700650731356,140,200.2929531291463,2,15.134201967469059,2,31.428514582445615,0,0.0,0,0.0
280,480,28.298693969199995,2160,582.2806253340648,50,192.51084823776736,10,89.55548242983564,0,0.0,0,0.0,0,0.0
281,5082,165.79421339144338,66,11.159609784984044,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
282,2058,95.79127213007291,534,59.48524380277171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
283,3850,124.44225940918399,146,17.043191285441395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
284,1422,64.08592623468942,234,25.98163888552827,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
285,6814,225.6656762786209,98,11.330191991341541,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
286,4638,211.50849965549398,78,14.494165325749025,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
287,592,47.77745303248084,606,157.11661044556485,8,34.57032844321894,18,173.832594316935,0,0.0,0,0.0,0,0.0
288,52,4.416894145019752,1532,243.35774897760814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
289,2902,216.15929513033467,338,37.88639961664139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
290,324,22.056775994769787,1052,753.290628393274,28,51.32038423242399,0,0.0,0,0.0,0,0.0,0,0.0
291,3246,198.51241500020762,570,108.03726935017376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
292,4074,216.20123208415563,606,227.85306582670765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
293,398,21.399833333813127,1402,310.9640418315341,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
294,1612,86.9557683217923,80,18.142704152481823,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
295,2809,176.1153663435349,503,74.32129216342364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
296,6654,250.99648796545077,110,22.09180571687833,4,5.14482976260796,0,0.0,0,0.0,0,0.0,0,0.0
297,140,2.688558430559663,146,78.97317434375829,74,106.58182834669736,0,0.0,0,0.0,0,0.0,0,0.0
298,0,0.0,394,127.40221662127708,430,792.1002045021103,4,28.450727121363744,0,0.0,0,0.0,0,0.0
299,96,7.001473203953746,2978,945.3415919236529,90,125.13214174059837,10,131.41040714332144,18,361.8573309765867,12,484.2603251220898,0,0.0
300,110,9.348776422288427,2626,1682.375770889956,72,109.67534480016597,0,0.0,0,0.0,0,0.0,0,0.0
301,3944,220.54813514704847,790,122.30517844010421,18,39.78318600419602,0,0.0,0,0.0,0,0.0,0,0.0
302,3526,250.35399407850585,3994,543.1764876507053,4,4.7678982159340295,0,0.0,0,0.0,0,0.0,0,0.0
303,6288,146.62075709979484,588,126.16647792894788,108,165.1082981672122,0,0.0,0,0.0,0,0.0,0,0.0
304,32,1.4866976136639285,4216,878.2444149440998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
305,6,0.15596271762906824,1948,1113.5218427140437,386,680.7945871256693,0,0.0,0,0.0,0,0.0,0,0.0
306,310,6.085973390571146,318,141.80279383902257,20,52.63760051760117,0,0.0,0,0.0,0,0.0,0,0.0
307,530,0.6291077244376448,70,38.42051402589368,12,41.846253557147726,0,0.0,0,0.0,0,0.0,0,0.0
308,7302,238.39211798793733,6,1.08346428305385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
309,12458,246.23677443023314,34,7.732486419218074,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
310,9180,43.234063247427486,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
311,13608,56.46788190646889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
312,4856,188.35085312143383,4,0.7482097065151054,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
313,4568,130.2784113785101,4,0.4050148652265958,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
314,24580,118.94015601898167,116,15.478071103129569,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
315,7860,143.69875984027763,220,105.79785354252549,20,41.16348593435134,0,0.0,0,0.0,0,0.0,0,0.0
316,10514,89.10688390709277,192,117.88041426614026,18,57.378536046135,4,24.62548314150324,0,0.0,0,0.0,0,0.0
317,8604,55.2633194946638,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
318,7820,103.37913052919541,62,24.17740610353413,2,2.0203741853844193,0,0.0,0,0.0,0,0.0,0,0.0
319,170,4.225128378263811,176,103.46744313899781,14,26.680557127044707,0,0.0,0,0.0,0,0.0,0,0.0
320,10522,156.5118219697836,206,74.16250212140095,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
321,4742,112.75944119547214,46,5.374056350228164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
322,4714,133.21981545002456,2,0.21433612655496412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
323,1918,103.2289551324251,62,6.42719120314452,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
324,156,4.793149054910198,60,7.001157873837653,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
325,6158,251.2316438493592,214,32.665024208042766,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
326,11154,118.44529310011319,6,0.8259229964750825,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
327,14076,73.66319552560964,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
328,8947,121.65934167099,841,102.07694914976508,4,4.128137541162106,0,0.0,0,0.0,0,0.0,0,0.0
329,19368,179.41109588970542,30,12.236058534948919,6,7.107725386182462,0,0.0,0,0.0,0,0.0,0,0.0
330,9754,161.00015067383382,2,0.2547494942876649,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
331,1366,69.07371298742304,2,0.3030057822848285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
332,1940,75.4788544220417,4,0.6901298654253994,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
333,2448,48.6529469590548,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
334,4052,110.69324592272577,52,5.5895051492657,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
335,1240,75.27358754919784,308,34.5909724097536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
337,185,13.661205271598433,823,173.83129390695655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
338,786,54.515675011724,402,49.28849837598199,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
339,852,53.0560961955492,120,12.944531355437208,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
340,1566,92.42131316047363,54,5.995882840670111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
341,1132,78.42378085264228,128,14.915364301821063,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
342,690,52.9772635606729,642,101.92218470276919,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
343,456,37.914527153880385,664,100.94738652998447,12,59.16035388828898,14,109.40202050625203,6,115.93255861718283,0,0.0,0,0.0
344,1586,93.21721949414625,34,3.586376796641261,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
345,1309,84.64359112638664,239,27.22119671300226,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
346,9466,85.17992341970944,2,0.20667762566683154,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
347,106,3.472546820964053,818,380.46626941523607,12,18.005655972880454,0,0.0,0,0.0,0,0.0,0,0.0
348,290,9.782850350017524,718,145.1696626073313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
349,798,35.623749604275865,426,115.73146551605734,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
350,2095,138.94945083996816,695,113.67168463143791,18,20.26152869480827,0,0.0,0,0.0,0,0.0,0,0.0
351,9008,165.15029844734244,28,3.7225405709914656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
352,9406,100.90421468838301,26,6.567427235928397,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
353,148,3.025068295801917,608,229.13849473429303,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
354,29426,82.03118413914916,604,231.72031266717354,220,395.2430759129324,20,141.74294278588593,6,98.00339956473977,0,0.0,0,0.0
355,28454,387.01348863542694,130,26.011062686089137,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
356,33228,58.771392831119925,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
357,80,6.746182609396595,554,366.71849545717436,666,993.5559815981468,4,54.79913210037171,24,603.1573226282643,24,1086.5190234720926,16,1916.8534853275587
358,0,0.0,383,266.88951926705084,193,218.99797110332543,0,0.0,0,0.0,0,0.0,0,0.0
359,278,18.695870826863974,586,113.58742093339185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
360,64,6.1279725237863625,870,267.2436782446718,2,2.0821631717224918,0,0.0,0,0.0,0,0.0,0,0.0
361,0,0.0,1294,415.85361137983176,110,144.3975068123408,0,0.0,0,0.0,0,0.0,0,0.0
362,236,0.0,112,66.23527645327157,456,1391.6556963540786,78,783.4898275239586,12,206.6321609537753,2,112.47433902871248,4,436.8926314995019
363,108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
364,120,0.0,570,392.6097638848766,750,1047.688225671741,0,0.0,0,0.0,0,0.0,0,0.0
365,10,0.0,1066,612.3859724783042,4,5.677988999795661,0,0.0,0,0.0,0,0.0,0,0.0
366,114,7.858327623386239,1326,473.67057882350304,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
367,0,0.0,122,33.94788666580513,178,418.5465691311188,20,193.77399750440674,4,106.02175014548469,0,0.0,0,0.0
368,8,0.6822264597239154,463,219.01006837491363,69,75.1111593727954,0,0.0,0,0.0,0,0.0,0,0.0
369,1221,101.08171478701576,507,72.67895870480514,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
370,18,1.7452239793181699,956,573.8875325016971,104,198.40666632721437,2,15.07396655465748,0,0.0,0,0.0,0,0.0
371,108,8.167263491444317,62,22.59164855562602,78,142.55256586849208,2,15.072071286280218,2,36.77240190337163,0,0.0,0,0.0
372,622,44.6401698395792,158,30.026464316044674,48,65.16360698031792,0,0.0,0,0.0,0,0.0,0,0.0
373,1519,97.49396395963221,101,12.200831210987111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
374,1121,75.27078332484014,391,68.10990392555837,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
375,50,3.7786319166271523,454,141.04636997143703,36,52.880469588938716,0,0.0,0,0.0,0,0.0,0,0.0
376,324,20.16014823507366,1008,130.08193829057097,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
377,638,50.001864517354605,694,89.27247536846278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
378,140,2.569443812138924,76,16.250153551935583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
379,2318,59.752003070446676,238,29.379630012933937,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
380,212,7.639970114521711,514,82.45646771696799,26,53.050935270369656,4,37.82703435488298,0,0.0,0,0.0,0,0.0
381,1914,50.7310237551864,280,52.05333664034386,2,2.117776677302868,0,0.0,0,0.0,0,0.0,0,0.0
382,0,0.0,132,37.28888847777449,38,66.5408707298727,10,75.67807624004519,0,0.0,0,0.0,0,0.0
383,84,6.764673506811577,812,148.39225180397622,4,4.301880358414086,0,0.0,0,0.0,0,0.0,0,0.0
384,23,2.0202570716064043,841,126.6712447839536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
385,12,0.0,1062,187.90047998049008,40,109.31990404402981,2,12.478674072548891,0,0.0,0,0.0,0,0.0
386,56,4.570482295718262,664,213.4443014533922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
387,0,0.0,82,54.008423482055925,62,82.73277794316229,0,0.0,0,0.0,0,0.0,0,0.0
388,58,5.2248233512644875,1074,367.67930465423893,92,142.6792965215432,0,0.0,0,0.0,0,0.0,0,0.0
389,14,1.3558006984256523,552,348.8989706588225,10,13.906500086767856,0,0.0,0,0.0,0,0.0,0,0.0
390,42,3.063714626081026,102,12.638842443735896,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
391,796,55.01636957896867,1652,196.37472030161396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
392,302,9.717083173220633,1174,203.47558385584824,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
393,0,0.0,164,69.19892367466072,14,49.27311116860524,2,14.597922058566255,0,0.0,0,0.0,0,0.0
394,2,0.18797433712084372,968,286.6341305281451,62,179.2792733141086,12,97.71741732353301,0,0.0,0,0.0,0,0.0
395,0,0.0,466,292.95402072308417,38,49.916202956688174,0,0.0,0,0.0,0,0.0,0,0.0
396,0,0.0,36,9.350632725073279,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
397,24,0.0,448,273.62968159988066,88,218.34181086202443,16,132.9120286963095,0,0.0,0,0.0,0,0.0
398,0,0.0,560,178.68459315609869,16,41.10982336420496,0,0.0,0,0.0,0,0.0,0,0.0
399,22,1.9435707401052125,14,1.7967914786170804,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
400,430,35.18955892327874,560,117.40418880185118,18,24.445853517918895,0,0.0,0,0.0,0,0.0,0,0.0
401,758,29.089910919484396,354,51.304565470174424,4,13.466205736854445,0,0.0,0,0.0,0,0.0,0,0.0
402,1160,107.4165838199568,400,72.04141976663476,60,117.02737966307294,0,0.0,0,0.0,0,0.0,0,0.0
403,6,0.41356028914770526,66,33.12576730172688,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
404,840,52.016956845073054,492,71.53170729374052,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
405,12,1.0083809862399271,56,37.77168878563764,4,4.180213629596142,0,0.0,0,0.0,0,0.0,0,0.0
406,1551,107.38114190212991,229,110.05019298394292,20,30.96846261545603,0,0.0,0,0.0,0,0.0,0,0.0
407,1914,120.7923868060009,30,9.631736839599883,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
408,534,43.350533342813506,330,42.77189563666049,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
409,1539,121.10751030160914,225,26.039819668854232,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
410,678,58.3748840019733,474,58.74106254621496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
411,250,6.089582007902502,568,335.6771231135212,46,61.96696648219826,0,0.0,0,0.0,0,0.0,0,0.0
412,174,9.481904583262283,870,125.27313952484532,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
413,1066,55.941335698684306,194,69.26434870353089,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
414,90,0.9154920546669875,682,172.05239201073832,20,33.040143234540025,0,0.0,0,0.0,0,0.0,0,0.0
415,242,16.04787484420959,1084,329.1966937868179,150,276.465543702205,0,0.0,0,0.0,0,0.0,0,0.0
416,408,31.669410540921128,1788,203.2861456246134,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
417,192,15.694186755305303,1248,210.73273716624692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
418,570,45.851826600546545,1302,152.58510894965713,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
419,68,5.725160734304552,1300,194.83033598209065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
420,36,1.5031273509376595,472,173.09510513568887,32,38.93441012246163,0,0.0,0,0.0,0,0.0,0,0.0
421,944,50.798253386009556,958,357.36143575238935,6,7.336451267114058,0,0.0,0,0.0,0,0.0,0,0.0
422,2578,101.66867446534958,14,2.00294702976638,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
423,2528,123.89798270709802,28,4.663858220108975,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
424,1672,94.07362645280973,92,10.873384976338139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
425,1074,71.54100672425784,438,53.12645986158971,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
426,122,8.628013962303088,54,23.588143944425152,4,4.547945747939243,0,0.0,0,0.0,0,0.0,0,0.0
427,1362,97.71227482063708,330,47.50465251652755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
428,360,28.26245600198266,692,98.6295327916025,28,39.47121768866852,0,0.0,0,0.0,0,0.0,0,0.0
429,214,16.993987132924143,1368,230.05890367845768,74,137.25096901168814,0,0.0,0,0.0,0,0.0,0,0.0
430,1148,78.50509341771199,112,15.270460419154006,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
431,60,4.838983041058388,6,3.4217782658607208,6,6.534608026853883,0,0.0,0,0.0,0,0.0,0,0.0
432,378,29.658356971587086,594,88.7235339886992,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
433,684,55.400848487407174,152,23.475252625843655,56,128.8689012097221,8,58.898485856192465,0,0.0,0,0.0,0,0.0
434,76,3.4351797535208966,204,78.11330231477699,8,11.912195237366781,0,0.0,0,0.0,0,0.0,0,0.0
435,1304,64.93149338033503,272,90.36956574376475,8,14.137502715571198,0,0.0,0,0.0,0,0.0,0,0.0
436,884,53.6874562452454,52,5.98741155765718,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
437,1220,55.622806075167155,40,7.326362589488245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
438,164,11.557568130573227,664,129.12135461364716,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
439,1222,49.462254011365005,38,11.266423582445148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
440,266,15.594496745004864,310,68.69946886478672,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
441,2318,83.27069753759656,22,4.187704072977559,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
442,1248,45.605492788868936,12,1.5300803950460655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
443,900,17.34298400791694,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
444,452,26.83640444227133,52,7.740229773740756,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
445,1174,53.047464190386094,50,6.572840093852423,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
446,152,9.105227559717429,244,95.38178088297406,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
447,2159,157.8927387356143,389,130.02235225898673,8,8.73569805355941,0,0.0,0,0.0,0,0.0,0,0.0
448,2165,141.04249224208235,175,18.55444431277187,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
449,1438,99.55700708064965,2,0.366986430187382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
450,876,49.71919130975983,1140,122.33985795478353,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
451,254,8.764147547424187,106,13.528322692622227,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
452,2268,64.58895408089036,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
453,3492,72.66172878455494,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
454,2150,82.89751285291852,370,50.35636381919107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
455,2048,73.30181853689636,4,0.47141991937127803,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
456,260,8.31246340323948,98,28.915921028804366,2,3.1546275432984006,0,0.0,0,0.0,0,0.0,0,0.0
457,382,12.158855202228782,14,2.1005394162056583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
458,4820,106.7761168890971,4,0.7634651162220794,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
459,2050,17.481903086455425,2,0.2211797039251681,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
460,750,28.218418331309927,470,114.7867860564978,4,6.7451957209367155,0,0.0,0,0.0,0,0.0,0,0.0
461,1912,37.13761366653672,100,20.03537548189854,4,6.376382981493637,0,0.0,0,0.0,0,0.0,0,0.0
462,3600,47.58481169100146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
463,2890,40.80699773574625,134,35.23511191648812,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
464,18,1.4275676387968135,318,81.65746719419391,352,844.3328624863344,26,285.3160339416536,6,91.78414306660532,0,0.0,0,0.0
465,268,20.29344315478873,880,185.248412464955,4,5.345649380985158,0,0.0,0,0.0,0,0.0,0,0.0
466,2118,101.89404595389783,6,0.9214069483970031,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
467,1180,35.229029748659656,8,1.000775275975908,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
468,784,46.68030351936392,836,106.57910092624353,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
469,1328,86.65167330702066,4,0.6577561597398038,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
470,1260,33.769833590404865,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
471,2376,40.53181039120986,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
472,1404,46.850526649878496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
473,130,10.12592106507197,966,137.92288282250388,20,36.81820091128704,0,0.0,0,0.0,0,0.0,0,0.0
474,1074,33.46300907424332,106,14.61723560414206,150,324.0036253451401,2,13.95967510901395,0,0.0,0,0.0,0,0.0
475,3612,126.42774555393261,60,6.894949270401787,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
476,2565,148.3253318298454,495,62.4824957717642,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
477,1312,27.951007307946227,456,112.88861145186243,32,47.75802805917213,0,0.0,0,0.0,0,0.0,0,0.0
478,2434,47.84255612350647,86,21.93736456556831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
479,1656,43.77542675426876,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
480,1680,28.968509807343267,12,4.151458539578875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
481,2088,38.070051350201744,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
482,1764,37.86273678985249,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
483,1368,36.18625686721568,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
484,864,19.98583953082738,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
485,1512,47.992246646605295,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
486,2952,61.645858809016794,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
487,595,26.3990398599949,265,64.9758363233111,4,5.264695936834727,0,0.0,0,0.0,0,0.0,0,0.0
488,1434,52.81488604266398,6,0.9842207091057955,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
489,3850,65.09556276038224,2,0.20646169961904742,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
490,3240,77.60687717572598,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
491,1782,24.436735680211598,76,40.09335999267312,14,19.05836374416199,0,0.0,0,0.0,0,0.0,0,0.0
492,2916,36.28356018805208,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
493,1440,24.559231501333542,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
494,312,17.07439709845084,372,67.61864555367009,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
495,858,33.00391639446732,6,2.353207822819755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
496,668,19.281204433599058,16,2.999452344198539,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
497,4304,84.9090001195643,16,2.5989982111664593,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
498,2772,25.14758585309192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
499,813,56.45752664336758,1231,466.9147358501517,44,58.48404280313361,0,0.0,0,0.0,0,0.0,0,0.0
500,244,20.859153722013446,944,125.5619948400032,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
501,1448,81.74777643914464,172,23.623649986872596,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
502,1456,30.93917358792205,20,2.2104757813512523,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
503,2260,57.39604628146328,224,65.01137313523103,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
504,8632,72.10744060246783,8,1.6963402231456142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
505,3024,11.227622715998768,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
506,2772,38.19388153769288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
507,666,28.261383839499228,82,23.371530112677835,8,15.18172450794473,0,0.0,0,0.0,0,0.0,0,0.0
508,1790,64.95731019901507,10,1.4469999223956647,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
509,1080,30.900258089180078,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
510,1362,40.44573340676372,6,1.8794917087524226,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
511,2772,14.401833652082814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
512,2664,48.3504623726481,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
513,3556,106.37946842831248,8,0.9843544540566462,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
